full_name,H,albedo,a,e,i,long_node,arg_peri,anomaly,peri,apo,period
       (2010 FK),23.8,0.071,0.939930232,0.097110197,12.67308412,173.4515124,166.0451454,339.6756439,0.848653422,1.031207041,0.911279561
       (2010 FM),27.1,,0.81748897,0.270274847,7.744913797,175.2889039,202.3574161,242.0230172,0.596542264,1.038435676,0.739147402
       (2010 FN),26.6,,0.989652015,0.211112932,0.123912036,161.5739155,126.0496025,78.3699518,0.780723677,1.198580353,0.984536842
       (2010 FO),24,,1.618021747,0.332565685,1.265901299,163.9780813,4.760165086,177.4120857,1.079923237,2.156120257,2.058186541
       (2010 FP),20.7,,2.961158306,0.571114675,6.515570664,62.61574192,111.3890563,81.33699799,1.269997344,4.652319268,5.095662326
       (2010 FQ),20,0.204,1.526900935,0.356626636,10.55800692,140.4465128,359.4920531,7.467358398,0.982367391,2.071434479,1.886794031
       (2010 FS),24.2,0.548,0.779951349,0.317521826,9.120046644,169.7399937,206.301223,148.2373109,0.532299772,1.027602926,0.688825907
       (2010 FT),25.7,0.294,1.090095775,0.194525667,5.604793168,13.79276871,246.1821698,270.6069298,0.878044167,1.302147383,1.138164896
       (2010 FU),24.7,,1.723091649,0.409440845,10.80203835,5.645709663,159.3314767,6.855603433,1.017587548,2.428595749,2.261886292
       (2010 FA6),24.2,,1.801333954,0.408018131,7.851105586,356.7800812,230.2969969,341.0962891,1.066357041,2.536310867,2.417684105
       (2010 FB6),22,,1.296734419,0.186294003,25.50061056,2.953958157,49.64767433,339.0950481,1.055160573,1.538308264,1.476674447
       (2010 FC6),20.24,,1.063809458,0.467585289,30.42807656,181.3339515,179.2836621,295.4947755,0.566387805,1.56123111,1.097245916
       (2010 FD6),26.8,0.497,1.446343575,0.43523365,0.458616244,152.0366358,314.5723711,31.3960614,0.816846182,2.075840968,1.739463854
       (2010 FD7),22.1,0.448,2.585544849,0.685789339,6.1774099,357.4261296,269.3500815,240.5122102,0.812405757,4.358683941,4.157538844
       (2010 FE7),23.8,0.288,1.949008526,0.553240502,1.550098297,57.19814497,43.22872566,75.45549567,0.87073807,3.027278982,2.721001685
       (2010 FP9),23.6,,1.563949767,0.250733791,6.292641265,1.814471716,187.1225195,271.6608316,1.171814714,1.956084821,1.955880883
       (2010 FQ9),22.9,,2.048177431,0.395170745,1.462450095,42.43008278,134.2292123,3.744222314,1.23879763,2.857557232,2.931295266
       (2010 FR9),26.1,0.287,1.579114076,0.381314745,5.717804309,2.309328771,214.1698727,227.4251955,0.976974595,2.181253557,1.984396532
       (2010 FS9),24.9,,2.573817736,0.601299715,3.036420577,6.313293592,193.4164337,356.554129,1.026181863,4.121453608,4.129285261
       (2010 FT9),24.3,,2.809849581,0.639615412,3.391071455,12.00756861,132.13089,7.487163188,1.012626483,4.607072679,4.710129086
       (2010 FU9),26.9,,2.205043124,0.58375642,2.640735108,175.3982349,323.2155873,172.8521141,0.917835043,3.492251204,3.274415845
       (2010 FV9),25.4,,1.147547002,0.2873675,0.639248559,30.46527839,64.85429653,119.9603502,0.817779289,1.477314714,1.22931711
       (2010 FW9),26.7,0.075,1.64153119,0.43256596,3.766880318,4.233173561,220.5962259,342.9258376,0.931460675,2.351601706,2.103206478
       (2010 FX9),24.2,0.425,1.131147057,0.366929574,3.781603232,10.11411,75.06136033,191.4238055,0.716095749,1.546198365,1.20305867
       (2010 FY9),26.7,,0.890672362,0.149920209,4.268716086,356.7220138,336.4279675,337.0069835,0.757142575,1.024202149,0.840591834
       (2010 FA10),26,,1.538349761,0.396464971,10.59357654,1.729994304,134.8177726,345.9385482,0.928447968,2.148251553,1.908054761
       (2010 FB10),22.2,,0.967862075,0.513778909,13.71901327,176.0773901,212.5577344,112.5532634,0.470594954,1.465129197,0.952200514
       (2010 FF10),21.79,0.407,2.379963705,0.631817778,5.075486438,166.0865291,105.395549,5.430166196,0.876260325,3.883667085,3.671670526
       (2010 FO28),20.1,,1.851936254,0.316156903,9.971660611,183.5745058,289.9426204,210.7424793,1.266433823,2.437438685,2.520271061
       (2010 FL48),22.2,,1.188445165,0.06897959,26.99728818,177.5310161,53.52529047,206.9500745,1.106466705,1.270423625,1.295617855
       (2010 FX80),20.6,0.022,2.169231271,0.45498576,36.9641687,129.4396823,88.77092268,339.1510432,1.182261932,3.156200611,3.19497149
       (2010 FY80),19.5,0.118,2.693440428,0.61237301,18.81063527,164.415943,45.83754704,185.4090894,1.044050206,4.34283065,4.42047831
       (2010 FZ80),20.3,0.018,2.746739838,0.745447355,27.36807772,267.7597769,347.3434653,147.8057067,0.69918989,4.794289785,4.552337916
       (2010 FA81),22.4,0.224,1.195108664,0.151973313,15.47767693,47.79776625,140.7967236,221.4489132,1.013484041,1.376733287,1.306529724
       (2010 FB81),21.4,0.048,2.571561927,0.607968194,9.458991506,90.76475698,46.41337588,265.416361,1.008134066,4.134989788,4.123857817
       (2010 FC81),21.8,0.021,2.676566051,0.623114927,1.682467316,144.3109968,63.66835252,199.52341,1.00875779,4.344374311,4.379002064
       (2010 FG81),23.3,0.058,1.659852107,0.393313351,7.968692473,344.1303639,191.2808269,99.21655083,1.007010113,2.312694101,2.138514963
       (2010 FJ81),20.7,0.049,3.606044394,0.683014682,42.45871892,97.36910685,171.7023989,226.1346323,1.14306313,6.069025657,6.847858941
       (2010 FO92),20,0.277,2.145525825,0.518108442,6.759029155,163.9688116,124.9510767,173.7922155,1.033910783,3.257140866,3.142742667
       (2010 FY103),19.71,,1.679536974,0.44133142,29.51386667,109.7625794,123.5480521,35.86590752,0.938304537,2.420769412,2.176669821
       (2010 GU5),24.6,,2.375840574,0.551111303,6.408404958,19.26786943,167.7761759,26.21269171,1.066487981,3.685193168,3.662133268
       (2010 GZ5),22.8,0.281,1.432269622,0.584831859,6.109021204,186.5154677,123.0291896,160.4804713,0.594632716,2.269906529,1.714136385
       (2010 GA6),26,,2.307321655,0.597104424,9.751351013,197.6318059,34.388359,63.83833867,0.929609688,3.685033622,3.504857906
       (2010 GB6),22.1,0.142,0.882024456,0.244831265,35.31425958,195.1361265,187.938842,3.228033743,0.666077293,1.097971619,0.828379118
       (2010 GC6),21.4,,1.725541148,0.37690836,29.13238788,4.646588495,238.0628911,338.4774891,1.075170264,2.375912033,2.266711159
       (2010 GD6),23.8,,1.03435686,0.058661699,21.23997493,189.1513927,294.7262618,67.30869934,0.973679729,1.095033991,1.051995304
       (2010 GT6),21.4,0.3,1.495043869,0.59208614,10.07469859,8.204711767,303.4324815,8.356248263,0.609849116,2.380238622,1.828054364
       (2010 GU6),20.7,0.147,2.684453992,0.679151856,10.32593172,195.5465733,84.49163339,184.8278291,0.861302082,4.507605902,4.398373946
       (2010 GA7),21.3,0.256,0.912666713,0.389075029,30.00266422,21.51226219,25.49921943,73.63578914,0.557570885,1.267762541,0.871919758
       (2010 GF7),25.9,,1.682870757,0.450207177,3.71152687,24.75939375,215.2039355,36.81914405,0.925230264,2.440511249,2.183153879
       (2010 GG7),21.7,,1.783151429,0.335198167,13.14117421,122.9092444,97.86972736,247.5585403,1.185442339,2.380860519,2.381170762
       (2010 GH7),27.3,0.326,1.400015596,0.299949487,3.538999976,191.9088813,335.5602762,289.9179011,0.980081636,1.819949555,1.656561305
       (2010 GS7),21.5,0.107,2.690442389,0.659923887,9.12875603,190.8765942,56.98852704,180.3549695,0.914955191,4.465929588,4.413099786
       (2010 GT7),20.2,0.326,2.726331637,0.685651775,8.529099239,68.58974268,65.41266789,193.09957,0.857017512,4.595645762,4.501696658
       (2010 GU21),21.1,0.025,2.179908829,0.563220725,3.189011019,57.20299961,201.0173138,159.5233607,0.952138997,3.40767866,3.218590297
       (2010 GK23),19.7,0.303,2.748528646,0.682801419,35.00071862,141.5346733,342.80013,11.85464839,0.871829386,4.625227907,4.556785691
       (2010 GL23),22.8,0.159,1.154944893,0.365792724,7.198395302,214.1218761,237.762475,83.18652953,0.732474455,1.577415331,1.241223805
       (2010 GM23),24.7,,1.316572642,0.442192466,4.352846167,205.0254068,81.06889518,321.2865303,0.734394139,1.898751145,1.510690304
       (2010 GV23),27.6,,0.929717213,0.203127278,3.622688916,198.478154,233.8459499,295.7809813,0.740866286,1.118568139,0.896467418
       (2010 GW23),24,,1.685418403,0.528086347,4.503963315,193.3871309,284.0213259,29.59316676,0.795371955,2.57546485,2.188113268
       (2010 GX23),23,0.334,1.483429136,0.451559664,1.915169827,116.6551544,6.052575424,109.5573242,0.813572374,2.153285898,1.806793041
       (2010 GY23),25.2,,1.491272509,0.292630081,5.082151349,190.3263747,346.976114,13.97469096,1.054881314,1.927663704,1.821141622
       (2010 GD25),26.4,,1.810620861,0.480770807,4.098781437,196.5252046,313.9250291,17.27098754,0.940127209,2.681114513,2.436404999
       (2010 GF25),19.1,0.018,1.421680858,0.736628966,38.49465636,323.334809,339.2537331,191.9434624,0.374429558,2.468932158,1.695162656
       (2010 GE30),23.7,,1.574013556,0.279978058,7.907209394,15.58056555,175.5504815,247.1209622,1.133324298,2.014702814,1.974789933
       (2010 GF30),21.6,,2.835269802,0.56236002,22.88581207,192.9540853,343.5303268,130.5959961,1.240827419,4.429712185,4.77419101
       (2010 GH30),20.8,,1.699716483,0.291663443,18.25798745,180.7041477,60.17846534,0.352948334,1.203971322,2.195461644,2.216016201
       (2010 GJ30),24.6,,1.477417648,0.262500945,20.87643032,25.7008393,192.1612793,351.6575658,1.089594119,1.865241178,1.795821332
       (2010 GO33),19.2,0.377,2.409785834,0.698678244,19.13183333,143.5820532,153.5889932,337.4201273,0.726120898,4.093450769,3.740898051
       (2010 GP33),25.8,,1.523498769,0.35677666,5.426205917,21.00085311,218.1687267,329.6620519,0.979949967,2.06704757,1.880491452
       (2010 GQ33),25.9,,1.831688012,0.447032962,2.634759325,205.1663589,312.6369773,17.08486292,1.012863094,2.650512931,2.479050975
       (2010 GR33),22.6,,1.579338347,0.444182287,7.141280971,158.2126717,340.8540837,261.7187853,0.877824229,2.280852465,1.984819293
       (2010 GZ33),22.4,,1.913714273,0.422287736,5.180903436,194.1648986,76.16598143,53.7613901,1.105576205,2.721852341,2.647426101
       (2010 GA34),22.4,,1.457423245,0.298497967,4.291538584,96.98666772,132.9625073,118.950622,1.022385369,1.892461121,1.759489746
       (2010 GC35),24.6,,1.212236248,0.126831494,8.498881043,195.2741978,2.542874288,149.2218326,1.058486514,1.365985982,1.334716721
       (2010 GD35),24.6,,0.763990558,0.481625585,7.789306451,25.07721402,13.82267006,66.58033316,0.396033158,1.131947957,0.667790427
       (2010 GE35),23.02,,2.222913963,0.617041996,5.401897801,34.29228281,233.2407676,122.7547554,0.851282694,3.594545233,3.314302795
       (2010 GW62),19.4,0.378,1.269819357,0.575403955,32.42844032,99.26255262,352.5138284,355.6028694,0.539160277,2.000478438,1.430938989
       (2010 GH65),18.7,0.241,2.705921416,0.611010232,21.03834374,42.75990818,228.0662668,178.7230324,1.052575743,4.359267088,4.4512396
       (2010 GJ65),21.1,,1.440731328,0.373747834,17.77337176,21.72673068,275.8118453,119.1452986,0.902261115,1.979201542,1.729349219
       (2010 GK65),24.5,,0.922467984,0.442690586,0.583381059,348.2637204,82.74046524,321.9695942,0.514100092,1.330835875,0.886002924
       (2010 GL65),25.3,,1.913841362,0.486353864,3.399134306,203.3416971,329.1207877,11.79800455,0.98303722,2.844645504,2.647689827
       (2010 GM65),22.4,,1.494709605,0.566108352,25.12387345,202.188972,261.7564961,41.51974727,0.648542013,2.340877196,1.827441318
       (2010 GN67),22.2,,1.339124964,0.33942752,18.81054001,209.5067298,251.9239633,67.7368116,0.884589099,1.79366083,1.54967227
       (2010 GO67),25,,1.472940928,0.742323542,5.218981975,200.9310663,128.3598205,331.178557,0.379542201,2.566339655,1.787665246
       (2010 GP67),22.5,0.034,1.114042284,0.107271588,13.27185885,211.4395263,44.69748442,160.290337,0.994537199,1.233547369,1.175873803
       (2010 GE69),,,1.767994783,0.273940752,26.47514148,4.367611557,77.84638887,182.0553265,1.283668963,2.252320604,2.350875723
       (2010 GQ75),20.2,0.106,2.444607803,0.85998581,43.23068873,82.42749566,353.3283186,355.9755071,0.342279781,4.546935825,3.822275553
       (2010 GR75),19.6,0.334,1.726159441,0.63640434,17.79743964,118.5269615,0.033368343,3.348243442,0.627624081,2.824694801,2.267929573
       (2010 GV147),18.5,0.018,0.958796116,0.660234123,44.0510167,295.1069505,97.89271571,208.3014855,0.325766204,1.591826029,0.938853007
       (2010 HA),23.9,0.482,0.959754394,0.1958003,2.182691189,251.2917717,185.7404819,80.54400496,0.771834196,1.147674592,0.940260877
       (2010 HC),21.2,0.328,2.12856959,0.520698155,6.879992884,20.64738675,246.6187941,198.5093375,1.020227332,3.236911847,3.105560413
       (2010 HF),26.2,,1.626150477,0.379601938,1.191284819,215.7595228,348.9332433,145.6492454,1.008860604,2.243440349,2.073716095
       (2010 HG20),21.4,,1.138384102,0.23225302,17.53520678,52.98595737,42.29802615,175.9714921,0.873990957,1.402777248,1.214622818
       (2010 HP20),27.5,,1.996593447,0.535479065,7.716384866,209.0896495,320.8933485,10.81870616,0.927459455,3.065727439,2.821257095
       (2010 HS20),23.3,,2.207147022,0.553572735,2.216149761,99.69395822,158.7642353,136.6670061,0.985330608,3.428963437,3.279103292
       (2010 HV20),21.9,0.016,2.621491284,0.789212425,6.454529085,99.08010861,216.2357217,347.9582399,0.55257779,4.690404778,4.244541942
       (2010 HW20),26.1,,1.01126467,0.050123053,8.184500508,39.20883828,60.42090568,112.795,0.960576997,1.061952343,1.016963708
       (2010 HD33),18.3,0.267,2.618310654,0.515668451,24.42885454,165.056399,50.43852771,219.6297067,1.268130456,3.968490852,4.236819493
       (2010 HW81),21.4,0.039,1.220183706,0.733870035,12.89370357,230.4287709,93.74969597,320.7245049,0.324727447,2.115639965,1.347863876
       (2010 HV83),,,1.427565468,0.125610997,11.37474798,87.77158383,344.9747614,202.0158272,1.248247547,1.606883389,1.705698444
       (2010 HY103),23.8,,2.699569367,0.611426987,0.519603968,214.1931209,25.22862796,177.5046867,1.048979802,4.350158933,4.435575127
       (2010 HZ104),22.5,0.09,2.248062359,0.567577673,20.24685437,77.43013272,165.5287132,104.4304868,0.972112356,3.524012363,3.370704907
       (2010 HX107),23.6,0.187,0.801100857,0.300373283,3.364620427,51.58385897,353.0005041,12.30661344,0.560471563,1.041730152,0.717032758
       (2010 JA),27,,1.215636397,0.29326504,2.521177456,222.2924466,75.01084139,73.44773309,0.85913274,1.572140054,1.340336191
       (2010 JE),20.2,0.09,2.775218287,0.657232598,13.89413363,230.2345876,65.06072495,130.3519834,0.951254362,4.599182212,4.623319693
       (2010 JF),19.2,,1.665578215,0.30743201,43.82950306,221.1439637,260.4239445,134.6882224,1.153526157,2.177630272,2.149590578
       (2010 JG),20.9,0.209,1.190234476,0.319742309,23.30803706,49.73808565,292.0070617,131.6950618,0.809666157,1.570802796,1.29854496
       (2010 JJ1),25.4,,2.388078837,0.563190777,1.690226712,239.3095316,344.06228,0.395130848,1.043134861,3.733022812,3.69046586
       (2010 JK1),24.4,,1.029472563,0.150348343,0.166989954,201.7923233,137.8497221,148.0096964,0.874693069,1.184252057,1.044552727
       (2010 JL1),25.5,,0.928551286,0.192940818,20.65777594,43.55050932,40.90052981,292.1488617,0.749395841,1.107706731,0.894781602
       (2010 JM1),26,,1.741792296,0.403524068,6.920682255,46.96682176,171.751091,309.014232,1.038937184,2.444647408,2.298808267
       (2010 JH3),25.3,0.087,1.757007649,0.470239221,19.76574218,47.37180355,226.2765707,343.7150351,0.930793741,2.583221556,2.328995666
       (2010 JJ3),23.7,0.609,2.236502497,0.577211299,2.404334148,234.9069001,297.2097932,137.1424211,0.945567986,3.527437008,3.344739379
       (2010 JK33),20.9,0.148,2.232165445,0.610239281,4.04098728,28.59320017,289.8190644,98.71188847,0.870010409,3.594320481,3.33501486
       (2010 JM33),26.5,,1.808009955,0.460462809,5.496188794,42.46411902,228.3693131,343.84408,0.975488612,2.640531299,2.431136975
       (2010 JN33),20.5,0.086,1.554553615,0.287574438,53.14614656,199.9161017,64.84935797,256.8683833,1.107503733,2.001603498,1.938281095
       (2010 JO33),25,,2.507631632,0.594940771,3.677613728,228.2962883,5.981165278,285.3864489,1.015739337,3.999523927,3.971035884
       (2010 JR34),27.7,,0.959327311,0.144789527,0.719463518,37.00291738,316.2675923,199.0218679,0.820426763,1.098227858,0.939633334
       (2010 JS34),20.8,,2.190070019,0.487488305,25.37384382,36.3434378,262.6017614,331.9121988,1.122436497,3.25770354,3.241120681
       (2010 JU34),22.2,,1.295667378,0.063517075,29.21917586,223.8357359,78.08190141,130.4372447,1.213370376,1.377964379,1.47485216
       (2010 JV34),20.8,0.165,1.72274762,0.544211455,7.210314152,225.3408428,87.01395135,306.6942036,0.78520863,2.660286609,2.26120892
       (2010 JW34),28.1,,0.981195079,0.054655377,2.259220594,49.7967629,43.74047419,295.6139585,0.927567492,1.034822666,0.971944003
       (2010 JA35),20.4,0.107,2.159666175,0.576387627,29.00986336,48.39912301,278.0029491,152.0886888,0.914861314,3.404471036,3.173862746
       (2010 JT39),23.6,,1.201968942,0.207829514,5.043110355,35.85870158,283.674306,93.56750224,0.952164321,1.451773563,1.317795655
       (2010 JV39),23.6,,1.909184889,0.441259966,4.841810495,121.2600946,87.65523008,87.89559226,1.06673803,2.751631747,2.638032761
       (2010 JW39),24.5,0.187,1.637362825,0.390290444,3.003409098,157.7693942,36.79908965,129.5048875,0.998315762,2.276409889,2.09520051
       (2010 JJ41),21.8,,1.070927719,0.670455481,3.252262645,50.36950277,29.1467515,70.3813766,0.352918361,1.788937078,1.10827731
       (2010 JK41),20.1,,2.751598986,0.563740609,25.48227726,72.03650176,144.563468,160.3390605,1.200410897,4.302787075,4.564423297
       (2010 JL41),20.6,0.073,1.726548914,0.66586673,7.572923445,166.7575927,164.9485013,301.7509874,0.576897435,2.876200394,2.268697186
       (2010 JM41),20.9,,1.196490825,0.401296566,20.38014202,198.4781983,158.2547356,111.194855,0.716343165,1.676638484,1.30879691
       (2010 JN71),21.4,0.106,2.383953015,0.588732527,17.71704921,62.43723198,185.6194879,2.990027771,0.980442332,3.787463698,3.680906109
